id,login,company,created_at,type,fake,deleted,long,lat,country_code,state,city,location
663,avar,Booking.com,1/9/09 8:42,USR,0,0,4.9035614,52.3679843,nl,Government of Amsterdam,Amsterdam,"Amsterdam, The Netherlands"
664,narpaldhillon,\N,2/24/11 22:45,USR,0,0,0,0,\N,\N,\N,\N
665,ews,Craigslist,10/22/08 4:17,USR,0,0,-122.4196396,37.77711868,us,CA,San Francisco,"San Francisco, CA"
666,lmjabreu,\N,8/18/08 17:28,USR,0,0,0,0,\N,\N,\N,\N
668,jbpg,\N,3/16/11 21:26,USR,0,0,0,0,\N,\N,\N,\N
669,VIJQOWUB,\N,8/3/12 16:09,USR,1,0,\N,\N,\N,\N,\N,\N
670,srw,Nektra Advanced Computing & Data Big Bang,10/19/09 14:44,USR,0,0,0,0,\N,\N,\N,\N
671,JohnSpeno,#NAME?,1/17/09 14:27,USR,0,0,-74.4056612,40.0583238,us,New Jersey,\N,"South Jersey, USA"
672,llvm-mirror,\N,1/27/12 22:49,USR,0,0,0,0,\N,\N,\N,\N
673,luosheng,\N,1/16/09 5:17,USR,0,0,0,0,\N,\N,\N,\N
674,thimal,\N,8/31/09 23:26,USR,0,0,0,0,\N,\N,\N,\N
675,necenzurat,#NAME?,10/27/09 18:41,USR,0,0,26.1025384,44.4267674,ro,Bucharest,Bucharest,"Bucharest, Romania"
676,charleseff,\N,3/5/08 16:08,USR,0,0,-122.4194155,37.7749295,us,San Francisco County,San Francisco,"San Francisco, CA"
677,enile8,\N,7/9/11 2:13,USR,0,0,0,0,\N,\N,\N,\N
678,dlanger,\N,12/19/10 0:39,USR,0,0,-79.3831843,43.653226,ca,Toronto Division,Toronto,"Toronto, Canada"
679,paulchan,\N,5/28/09 3:02,USR,0,0,0,0,\N,\N,\N,\N
680,karies,\N,10/26/09 7:47,USR,0,0,0,0,\N,\N,\N,\N
681,robertkrimen,\N,7/7/08 15:37,USR,0,0,-122.4194155,37.7749295,us,San Francisco County,San Francisco,San Francisco
682,chrishamant,Milewide,12/9/08 23:39,USR,0,0,0,0,\N,\N,\N,\N
684,avidal,#NAME?,1/29/10 0:49,USR,0,0,-97.7430608,30.267153,us,Travis County,Austin,"Austin, TX"
685,ordinarydot,\N,9/28/09 8:58,USR,0,0,0,0,\N,\N,\N,Indonesia
686,insin,\N,3/20/10 8:16,USR,0,0,153.0251235,-27.4697707,au,Queensland,Brisbane,"Brisbane, Australia"
687,smarchive,\N,3/31/11 12:02,ORG,0,1,\N,\N,\N,\N,\N,"Munich, Germany"
688,coyg,\N,3/8/11 18:25,USR,0,0,0,0,\N,\N,\N,\N
689,2grep,\N,11/10/08 3:51,USR,0,0,0,0,\N,\N,\N,San Diego
690,peterto,\N,10/25/09 17:06,USR,0,0,0,0,\N,\N,\N,\N
691,HUTPEYVM,\N,8/3/12 16:09,USR,1,1,\N,\N,\N,\N,\N,\N
692,ELIQCLEQ,\N,8/3/12 16:09,USR,1,0,\N,\N,\N,\N,\N,\N
693,andrewedunn,Federated Sample,7/26/11 1:48,USR,0,0,0,0,\N,\N,\N,"New Orleans, LA"
694,BLOEWESR,\N,8/3/12 16:09,USR,1,1,\N,\N,\N,\N,\N,\N
695,jasisk,GasBuddy,3/12/09 21:12,USR,0,0,-71.0588801,42.3600825,us,Suffolk County,Boston,"Boston, MA"
696,shimon,Happie,10/9/09 11:35,USR,0,0,-71.0588801,42.3600825,us,Suffolk County,Boston,"Boston, MA"
697,mitizhi,\N,12/9/10 5:35,USR,0,0,0,0,\N,\N,\N,\N
698,rampr,HashCube,7/1/09 13:15,USR,0,0,77.5945627,12.9715987,in,Bangalore Urban,Bengaluru,Bangalore
699,nlewycky,\N,9/8/10 20:03,USR,0,0,0,0,\N,\N,\N,\N
700,scumola,\N,9/3/10 1:18,USR,0,0,-105.2792435,40.01573944,us,CO,Boulder,"Boulder, Co"
701,chandlerc,"Google, Inc",4/5/11 18:06,USR,0,0,-122.0838511,37.3860517,us,Santa Clara County,Mountain View,"Mountain View, CA"
702,cpaun,\N,8/2/12 18:23,USR,0,1,\N,\N,\N,\N,\N,"San Francisco, CA"
703,cpg,Amahi,5/10/08 22:39,USR,0,0,-122.1430195,37.4418834,us,Santa Clara County,Palo Alto,"Palo Alto, CA, USA"
704,schatten,TypesetIO,3/6/10 8:54,USR,0,0,77.5945627,12.9715987,in,Bangalore Urban,Bengaluru,"Bangalore, India"
705,joyent,\N,5/13/08 10:36,ORG,0,0,0,0,\N,\N,\N,"San Francisco, CA, USA"
706,ryanjadhav,Lyft,4/6/10 23:05,USR,0,0,-122.4194155,37.7749295,us,San Francisco County,San Francisco,"San Francisco, CA"
707,arsenm,\N,10/11/09 17:18,USR,0,0,-121.8863286,37.3382082,us,Santa Clara County,San Jose,"San Jose, CA"
708,dongsheng,Please see @dcai,4/13/08 8:46,USR,0,0,0,0,\N,\N,\N,Please see @dcai
709,plusjade,Growth @Instacart,2/20/09 3:02,USR,0,0,-122.4194155,37.7749295,us,San Francisco County,San Francisco,"San Francisco, CA USA"
711,uraimo,\N,1/13/10 12:54,USR,0,0,12.56738,41.87194,it,\N,\N,Italy
712,juneym,US Auto Parts Network Philippines Corp,2/6/11 5:18,USR,0,0,120.9842195,14.5995124,ph,Metro Manila,Manila,"Manila, Philippines"
713,minimoe,\N,3/30/09 10:03,USR,0,0,11.97456,57.70887,se,Västra Götaland County,Gothenburg,"Gothenburg, Sweden"
714,alanz,\N,9/21/10 7:41,USR,0,0,0,0,\N,\N,\N,Cape Town. GMT+2
715,rozuur,\N,3/5/10 16:38,USR,0,0,78.96288,20.593684,in,\N,\N,India
716,j4mie,DabApps (http://www.dabapps.com),4/12/08 17:37,USR,0,0,-0.137163,50.82253,gb,The City of Brighton and Hove,Brighton,"Brighton, UK"
717,bitemyapp,0xD43C5CD92AAF4EC1,7/1/10 13:07,USR,0,0,-97.7430608,30.267153,us,Travis County,Austin,"Austin, TX"
718,icebraining,\N,2/18/10 16:34,USR,0,1,\N,\N,\N,\N,\N,Portugal
719,evanowe,\N,11/29/10 0:48,USR,0,1,\N,\N,\N,\N,\N,\N
720,keketa,\N,4/13/11 23:01,USR,0,0,139.8089447,35.68320847,jp,Tokyo,Tokyo,Tokyo
721,rsarro,\N,1/15/11 11:58,USR,0,0,0,0,\N,\N,\N,\N
722,MNMROJRH,\N,8/3/12 16:09,USR,1,1,\N,\N,\N,\N,\N,\N
723,SikhNerd,\N,3/29/10 13:00,USR,0,0,-122.0575434,37.387474,us,California,\N,Silicon Valley
724,christosc,\N,8/29/09 22:01,USR,0,0,23.7275388,37.9838096,gr,Central Athens,Athens,"Athens, Greece"
725,matthiaswh,\N,11/11/10 4:33,USR,0,0,0,0,\N,\N,\N,\N
726,ckieran,\N,2/10/11 16:57,USR,0,0,0,0,\N,\N,\N,"Perth, Western Australia"
727,auxbuss,auxbuss,5/7/09 20:32,USR,0,0,-3.435973,55.378051,gb,\N,\N,uk
728,hyprwave,\N,9/12/10 22:26,USR,0,0,0,0,\N,\N,\N,\N
729,byuweb,\N,8/1/12 19:36,ORG,0,0,-111.6685028,40.2336998,us,UT,Provo,"Provo, Utah"
730,matthewdavis,Red Hat Inc.,6/7/10 1:36,USR,0,0,0,0,\N,\N,\N,"Raleigh, NC"
731,squires,Astrospark Technologies,1/1/10 18:55,USR,0,0,0,0,\N,\N,\N,\N
732,jmmastey,\N,6/10/10 14:25,USR,0,0,-87.6297982,41.8781136,us,Cook County,Chicago,Chicago IL
733,ericf,Yahoo,10/15/08 15:17,USR,0,0,-71.0588801,42.3600825,us,Suffolk County,Boston,"Boston, MA"
734,canozmen,Phonoclick,3/10/11 11:58,USR,0,0,28.98777008,41.06072998,tr,Istanbul,Istanbul,Istanbul
735,gosquared,\N,1/2/12 11:41,ORG,0,0,-0.12721001,51.50642014,gb,England,London,"London, United Kingdom"
736,papyromancer,http://lightcorp.net/,5/31/08 22:37,USR,0,1,\N,\N,\N,\N,\N,Mississippi
737,stopro,CISCO,6/17/11 0:25,USR,0,0,103.9754334,36.55308533,cn,\N,\N,China
738,arowser,\N,12/30/10 0:17,USR,0,0,0,0,\N,\N,\N,\N
740,mbijon,#NAME?,3/16/11 1:15,USR,0,0,-122.6587185,45.5122308,us,Multnomah County,Portland,"Portland, OR, US"
741,samof76,\N,6/23/09 8:08,USR,0,0,0,0,\N,\N,\N,\N
742,xlevus,\N,10/24/09 5:28,USR,0,0,-0.1277583,51.5073509,gb,Greater London,London,"London, UK"
743,jnephtali,\N,8/18/10 15:58,USR,0,0,0,0,\N,\N,\N,\N
744,glix,nerd,8/14/10 2:29,USR,0,0,-74.0059728,40.7127753,us,New York,New York,NYC
745,crh,\N,4/11/11 15:27,USR,0,0,0,0,\N,\N,\N,\N
746,andersonaguiar,\N,11/22/10 8:09,USR,0,0,151.2092955,-33.8688197,au,New South Wales,Sydney,"Sydney, Australia"
747,deminew,\N,3/1/09 20:22,USR,0,0,0,0,\N,\N,\N,\N
749,badarahmed,\N,1/29/11 19:18,USR,0,0,0,0,\N,\N,\N,Los Angeles
750,ikrima,Kite & Lightning,12/1/10 21:36,USR,0,0,-118.2453232,34.05348969,us,CA,Los Angeles,LA
751,hosiukeung,\N,3/23/09 4:59,USR,0,0,0,0,\N,\N,\N,Hong Kong
752,egoldblum,#NAME?,3/18/09 23:10,USR,0,0,-118.2436849,34.0522342,us,Los Angeles County,Los Angeles,Los Angeles
754,daveWid,\N,8/17/09 13:45,USR,0,0,-87.6297982,41.8781136,us,Cook County,Chicago,"Chicago, IL"
755,bigdude,\N,7/11/10 6:37,USR,0,0,85.89095306,20.4690094,in,Odisha,Cuttack,cn
756,SBHOQKXP,\N,8/3/12 16:09,USR,1,0,\N,\N,\N,\N,\N,\N
757,ShaggyDude,romack.net,7/16/10 15:05,USR,0,0,0,0,\N,\N,\N,\N
759,kennyma,\N,3/20/10 6:25,USR,0,0,-122.4194155,37.7749295,us,San Francisco County,San Francisco,"San Francisco, CA"
760,onthestairs,\N,7/14/11 18:00,USR,0,0,0,0,\N,\N,\N,\N
761,ahazelwood,CI Radar,7/21/10 15:19,USR,0,0,0,0,\N,\N,\N,\N
762,zeroone,\N,8/2/10 3:41,USR,0,0,0,0,\N,\N,\N,\N
763,martinsam,Temesis,11/15/08 22:19,USR,0,0,0,0,\N,\N,\N,Guéret (23)
764,ametaireau,Mozilla,3/25/09 14:32,USR,0,1,\N,\N,\N,\N,\N,"Paris, France"
765,ammmir,\N,3/8/10 6:39,USR,0,0,-122.4194155,37.7749295,us,San Francisco County,San Francisco,"San Francisco, CA"
766,timkrueger,#NAME?,2/8/11 11:23,USR,0,0,7.2009147,51.5368948,de,Recklinghausen,Herne,"Herne, Germany"
767,dtrebbien,\N,5/14/10 18:22,USR,0,1,0,0,\N,\N,\N,\N
768,kenliu,\N,1/17/09 1:32,USR,0,0,-74.417097,40.7598227,us,Morris County,Madison,"Madison, NJ"
769,AaronFoltz,\N,3/30/11 22:52,USR,0,0,-77.38555145,38.96968842,us,VA,Herndon,"Herndon, Va"
770,mornlee,Mornlee,1/20/09 0:35,USR,0,0,0,0,\N,\N,\N,\N
771,pdelanauze,\N,3/18/10 0:09,USR,0,0,0,0,\N,\N,\N,\N
772,floriandiud,Izberg Marketplace,1/13/11 19:55,USR,0,0,2.3522219,48.856614,fr,Paris,Paris,Paris
773,mmccaff,\N,9/9/11 18:51,USR,0,0,-74.0431435,40.7177545,us,Hudson County,Jersey City,"Jersey City, NJ"
774,JamesWPhillips,\N,4/14/11 23:40,USR,0,0,0,0,\N,\N,\N,\N
775,josephmisiti,Math & Pencil ,4/17/10 19:09,USR,0,0,-74.0059728,40.7127753,us,New York,New York,"NYC, NY"
776,ronnylt,Tangelo Games,9/14/08 13:07,USR,0,0,2.1734035,41.3850639,es,Barcelona,Barcelona,"Barcelona, Spain"
777,frewsxcv,#NAME?,9/26/10 15:09,USR,0,0,-74.0059728,40.7127753,us,New York,New York,New York City
778,torybriggs,Bleacher Report,5/31/09 1:43,USR,0,0,-116.2023137,43.6150186,us,Ada County,Boise,"Boise, Idaho"
779,lhagan,\N,2/1/10 11:57,USR,0,0,-122.3320708,47.6062095,us,King County,Seattle,Seattle
780,numerick,\N,3/31/11 4:49,USR,0,0,-75.68800354,45.3891983,ca,ON,Ottawa,"Ottawa, Ontario, Canada"
781,MattCottingham,\N,2/21/10 9:24,USR,0,1,\N,\N,\N,\N,\N,"London, UK"
782,fribblerz,free,4/29/11 19:42,USR,0,0,-78.50019836,38.03469849,\N,\N,\N,corner
783,thecolorblue,\N,6/9/08 18:39,USR,0,0,0,0,\N,\N,\N,"University Heights, Ohio"
784,elf-pavlik,#NAME?,6/26/11 6:24,USR,0,0,0,0,\N,\N,\N,"Tepoztlán, Mesoamerica"
785,dhan88,\N,2/9/11 3:09,USR,0,0,0,0,\N,\N,\N,\N
786,spaetzel,CastRoller,11/14/08 15:57,USR,0,0,-80.4925337,43.4516395,ca,Waterloo Regional Municipality,Kitchener,"Kitchener, Ontario"
787,XDGRNNTC,\N,8/3/12 16:09,USR,1,1,\N,\N,\N,\N,\N,\N
788,Pewpewarrows,[redacted],9/30/08 17:24,USR,0,0,-77.3570028,38.9586307,us,Hunter Mill,Reston,"Reston, VA"
789,cshenoy,UrbanStems,9/21/10 17:43,USR,0,0,-77.0368707,38.9071923,us,District of Columbia,Washington,"Washington, DC"
790,rsanchez1,\N,8/23/10 17:31,USR,0,0,-82.32318115,29.65195084,us,FL,Gainesville,"Gainesville, Florida"
791,nixterrimus,\N,7/26/08 2:44,USR,0,0,-122.4869194,37.6138253,us,San Mateo County,Pacifica,"Pacifica, CA"
792,yuvipanda,\N,10/22/08 15:57,USR,0,0,-122.272747,37.8715926,us,Alameda County,Berkeley,Berkeley
793,biserkov,\N,1/27/09 20:16,USR,0,0,23.3218675,42.6977082,bg,Sofia City Province,Sofia,"Sofia, Bulgaria"
794,edavis,#NAME?,2/17/11 1:54,USR,0,0,-115.1398296,36.1699412,us,Clark County,Las Vegas,"Las Vegas, NV"
795,gkawalec,\N,6/27/10 22:08,USR,0,0,0,0,\N,\N,\N,\N
796,kennethreitz,#NAME?,8/26/09 19:17,USR,0,0,0,0,\N,\N,\N,"Winchester, VA, USA"
797,samuvuo,\N,10/1/11 3:49,USR,0,0,25.98940277,64.28858185,fi,\N,\N,Finland
798,EnTeQuAk,Mozilla,10/13/09 4:11,USR,0,0,13.404954,52.5200066,de,Berlin,Berlin,"Berlin, Germany"
799,auxesis,#NAME?,6/2/08 11:59,USR,0,0,0,0,\N,\N,\N,"Blackheath, Australia"
800,bhrebec,Inklily Studios,3/2/11 17:03,USR,0,0,-93.29155731,37.20896912,us,MO,Springfield,"Springfield, MO"
801,tneems,\N,6/28/08 22:56,USR,0,0,-73.087749,41.6032207,us,Connecticut,\N,CT
802,blt,Software Developer,3/21/08 16:49,USR,0,0,-122.272747,37.8715926,us,Alameda County,Berkeley,"Berkeley, CA"
804,wpq0,Niteco,9/22/09 13:06,USR,0,0,105.8546372,21.02889061,vn,Hà Nội,Hanoi,Hanoi
805,eddyyanto,Digital Projection,8/22/10 12:54,USR,0,0,103.8205338,1.32199585,sg,\N,\N,Singapore
806,ramiscal,\N,8/30/09 13:50,USR,0,0,0,0,\N,\N,\N,\N
807,willvanwazer,The Washington Post,10/18/10 15:49,USR,0,0,-77.0368707,38.9071923,us,District of Columbia,Washington,"Washington, DC"
808,riivo,\N,3/24/09 17:40,USR,0,0,26.7290383,58.377983,ee,Tartu County,Tartu,"Tartu, Estonia"
809,suhair,ISPG,12/10/09 6:33,USR,0,0,79.45809174,23.40601158,in,\N,\N,India
811,seenxu,\N,9/1/08 10:57,USR,0,1,0,0,\N,\N,\N,"Stuttgart, Germany"
812,fouasnon,,9/1/09 15:37,USR,0,1,-122.6741949,45.5202471,us,Oregon,Portland,Portland Oregon
813,makeable,Makeable,6/15/09 19:39,USR,0,0,-3.74922,40.463667,es,\N,\N,Spain
814,oumu,\N,1/17/11 15:07,USR,0,0,0,0,\N,\N,\N,\N
815,mgsnova,\N,5/26/09 13:26,USR,0,0,9.9936819,53.5510846,de,Hamburg,Hamburg,"Hamburg, Germany"
816,kbhatt2006,\N,8/29/11 7:49,USR,0,1,\N,\N,\N,\N,\N,"Ahmedabad, Gujarat, INDIA"
817,ninnypants,@10up,9/20/10 17:54,USR,0,0,-111.6585337,40.2338438,us,Utah County,Provo,"Provo, UT"
818,hxseven,Freelance Developer,10/23/11 15:55,USR,0,0,6.7734556,51.2277411,de,Düsseldorf,Düsseldorf,"Düsseldorf, Germany"
819,mclamb,\N,8/20/09 3:57,USR,0,0,0,0,\N,\N,\N,\N
820,mshk,\N,10/17/08 22:16,USR,0,0,0,0,\N,\N,\N,"Tokyo, San Francisco"
821,analogue,"Yelp - Austin, TX",9/29/08 14:04,USR,0,0,-97.7430608,30.267153,us,Travis County,Austin,"Austin, TX"
822,carlomazza,\N,10/14/09 11:51,USR,0,0,0,0,\N,\N,\N,\N
823,lmorchard,Mozilla Corporation,8/23/08 12:24,USR,0,0,-83.0457538,42.331427,us,Wayne County,Detroit,"Detroit, MI, USA"
824,macfidelity,\N,3/26/09 20:29,USR,0,1,\N,\N,\N,\N,\N,\N
825,kkelley,\N,3/25/09 12:54,USR,0,0,-97.03990936,32.86582184,us,TX,DFW Airport,"DFW, TX"
826,yesimon,\N,2/5/11 10:53,USR,0,0,-71.1097335,42.3736158,us,Middlesex County,Cambridge,"Cambridge, MA"
827,namuit,weLaika,10/1/10 11:43,USR,0,0,7.686864,45.0703393,it,Turin,Turin,"Turin, Italy"
828,slaporte,\N,2/1/11 7:10,USR,0,0,-122.4194155,37.7749295,us,San Francisco County,San Francisco,San Francisco
830,sopyer,\N,6/21/09 16:16,USR,0,0,24.02540016,49.8443985,ua,Lviv,Lviv,"Lviv, Ukraine"
831,RussellSpitzer,#NAME?,9/23/10 12:34,USR,0,0,0,0,\N,\N,\N,\N
832,ccothrun,Luminous Pixel,8/25/11 0:55,USR,0,0,-119.8134384,39.5273819,us,NV,Reno,"Reno, NV"
833,mrcrabby,\N,7/4/11 6:36,USR,0,0,0,0,\N,\N,\N,\N
834,dholbrough,\N,12/23/10 18:46,USR,0,0,-95.91332245,62.83290863,ca,\N,\N,Canada
835,reyman,#NAME?,11/3/10 18:50,USR,0,0,2.213749,46.227638,fr,\N,\N,France
836,AnthonyDB,\N,5/11/10 22:17,USR,0,0,-95.712891,37.09024,us,\N,\N,United States
837,mcg,Modern Message,2/16/08 1:56,USR,0,0,-80.1756481,33.0185039,us,Dorchester County,Summerville,Summerville SC
838,itsnotvalid,\N,6/14/08 4:36,USR,0,0,114.109497,22.396428,hk,\N,Hong Kong,Hong Kong
839,tkremenek,Apple,12/30/15 19:23,USR,0,0,0,0,\N,\N,\N,\N
840,voidfiles,#NAME?,2/29/08 16:27,USR,0,0,-111.8910474,40.7607793,us,Salt Lake County,Salt Lake City,"SLC, UT"
841,lardissone,\N,3/3/09 18:34,USR,0,0,-95.3698028,29.7604267,us,Harris County,Houston,"Houston, Texas"
842,pfctdayelise,\N,8/11/10 2:06,USR,0,0,144.9630576,-37.8136276,au,Victoria,Melbourne,"Melbourne, Australia"
843,eolo999,\N,7/10/09 12:45,USR,0,0,12.4963655,41.9027835,it,Rome,Rome,"Rome, Italy"
844,tuxinaut,Smaato,4/11/11 11:27,USR,0,0,9.9936819,53.5510846,de,Hamburg,Hamburg,Hamburg
845,danbentley,Numiko,12/24/10 19:26,USR,0,0,-1.5490774,53.8007554,gb,West Yorkshire,Leeds,Leeds
846,kwbr,\N,12/18/09 17:55,USR,0,0,0,0,\N,\N,\N,\N
847,elijah,\N,12/29/08 15:31,USR,0,0,-86.5804473,35.5174913,us,Tennessee,\N,Tennessee
848,redpola,\N,8/23/10 11:40,USR,0,0,0,0,\N,\N,\N,\N
849,kisoku,\N,2/17/09 2:13,USR,0,0,135.8050002,34.6850869,jp,Nara Prefecture,Nara,"Nara, Japan"
850,lucaswiman,Counsyl,9/4/09 2:06,USR,0,0,-122.3871942,37.5985468,us,San Mateo County,Millbrae,"Millbrae, CA"
851,majutsushi,\N,11/3/10 8:32,USR,0,0,174.885971,-40.900557,nz,\N,\N,New Zealand
852,Kdecherf,\N,3/19/10 10:50,USR,0,0,2.213749,46.227638,fr,\N,\N,France
853,demula,\N,11/13/08 15:42,USR,0,0,-3.7037902,40.4167754,es,Madrid,Madrid,Madrid
854,netoarmando,Red Hat,3/6/10 22:13,USR,0,0,-46.6333094,-23.5505199,br,São Paulo,São Paulo,Sao Paulo - Brazil
855,acadopia,\N,6/9/08 0:43,USR,0,0,0,0,\N,\N,\N,\N
856,yawnt,\N,11/4/09 16:53,USR,0,0,0,0,\N,\N,\N,\N
857,joschi,\N,1/3/09 15:14,USR,0,0,10.451526,51.165691,de,\N,\N,Germany
858,willdurand,#NAME?,3/7/10 13:15,USR,0,0,10.451526,51.165691,de,\N,\N,Germany 
859,stof,#NAME?,10/14/10 11:56,USR,0,0,2.3522219,48.856614,fr,Paris,Paris,Paris
860,QJOADMGA,\N,8/3/12 16:09,USR,1,1,\N,\N,\N,\N,\N,\N
861,Ablu,Student at University of Paderborn,4/20/11 7:43,USR,0,0,0,0,\N,\N,\N,Germany; NRW
862,sylvestre,Mozilla,4/16/11 11:28,USR,0,0,2.3522219,48.856614,fr,Paris,Paris,Paris
863,rxgx,\N,9/29/09 22:51,USR,0,0,-112.0740373,33.4483771,us,Maricopa County,Phoenix,"Phoenix, AZ"
864,yomoyomo,\N,7/28/12 3:28,USR,0,0,0,0,\N,\N,\N,\N
866,garyrussell,Pivotal,11/16/10 12:16,USR,0,0,0,0,\N,\N,\N,USA North East
867,syoyo,"Light Transport Entertainment, Inc.",7/28/08 11:57,USR,0,0,139.6917064,35.6894875,jp,Tokyo,Tokyo,"Tokyo, Japan"
